Date_tweeted,username,display_name,tweet_link,Tweets,Number_of_Likes,Number_retweets,Qouted_times,Source_of_Tweet,number_of_followers,location
2023-02-22 14:47:26,LehiAttorneys,LehiAttorneys,https://twitter.com/LehiAttorneys/status/1628406113539334151,"Shun violence at all cost.
Vote peacefully.
#NigeriaDecides2023 https://t.co/G5oy1C0Duj",2,2,0,Twitter for iPhone,236,
2023-02-22 14:47:23,HertzHumairah,Aeesher IB,https://twitter.com/HertzHumairah/status/1628406100721631233,"Support Our Security Agencies 
#NigeriaDecides2023",4,2,0,Twitter for Android,1509,Kaduna
2023-02-22 14:47:14,dennissignature,AyinkeAde 💡🔑❤,https://twitter.com/dennissignature/status/1628406062251495424,"Good Day Sir/Ma
Your RT, Patronage will be highly appreciate

If you wish to bless your Followers with foodstuff during this election period, we are readily available to take your order.

Thank you 🙏
Location: Ibadan, lagos.
#VendorsPRO 
#NigeriaDecides2023 
 @blessed4ever_10 https://t.co/StmzVELZ3e",18,24,0,Twitter for Android,5163,"Ibadan, Nigeria"
2023-02-22 14:47:02,OlisaOkoro,SON OF THE DAWN✨✨,https://twitter.com/OlisaOkoro/status/1628406012276314112,"Report any case of vote buying to the EFCC 
plzz make sure you copy the number of  your state  and sage it or you download this image 
Seyi Makinde
Apostle Joshua Selman
Rochas
Asiwaju Bola Ahmed Tinubu
Arise TV
Atiku Abubaka
#VotePeterObiForPresident2023
#NigeriaDecides2023 https://t.co/Uefgv2orzl",4,5,1,Twitter for Android,1000,Trenches
2023-02-22 14:46:59,gistloverblog__,Gistlover.blog1,https://twitter.com/gistloverblog__/status/1628405998737031171,"Who are you voting on Saturday? Pick 1. Add #TrackYourVoteNaija in your replies

#NationalShutdown #NigeriaDecides2023 https://t.co/qCrNMplWWz",6,2,0,Twitter for iPhone,831,
2023-02-22 14:46:54,HertzHumairah,Aeesher IB,https://twitter.com/HertzHumairah/status/1628405981322280963,"Support Our Security Agencies 
#NigeriaDecides2023",1,0,0,Twitter for Android,1509,Kaduna
2023-02-22 14:46:29,SonugaMike,Sonuga Mhyke,https://twitter.com/SonugaMike/status/1628405874241728512,"@officialABAT @MBuhari 
Please declare Friday 24th February 2023 as a public holiday for sake of people that would have to travel to vote. We can't be at work and be in transit and the same time. #NigeriaDecides2023",0,0,0,Twitter Web App,156,
2023-02-22 14:46:27,EU_SDGN,EU-SDGN,https://twitter.com/EU_SDGN/status/1628405864527802368,"Nigeria has the responsibility to lead and inspire other democracies on the continent.~ EU Ambassador to Nigeria @SamuelaIsopiEU @EUinNigeria 

#EU4DemocracyNG
#EU4Democracy
#EUinNigeria 
#NigeriaDecides2023
#2023Election
#NationalPeaceAccord https://t.co/ujvnwF6Yax",0,0,0,Twitter for iPhone,5328,Nigeria
2023-02-22 14:46:17,Osobonya_,Titan IV,https://twitter.com/Osobonya_/status/1628405824728047622,"Knowing what is right is not enough. Do what is right 🪶

There's no place like home 🏝️
#Nigeria
#NigeriaDecides2023 https://t.co/DqgAkiVS01",0,0,0,Twitter for Android,273,🇧🇯🇳🇬🇯🇲🇨🇦 🇹🇬 🇺🇲
2023-02-22 14:45:21,IOIMD,Olorunfemi MD,https://twitter.com/IOIMD/status/1628405589511491586,"Some people are just flooding social media spaces few days to election, it's too late for them. The train has moved. By the way, it's the same people who said social media isn't important.

#Obidatti2023 
#PeterObi4President 
#February2023 
#NigeriaDecides2023",4,2,0,Twitter Web App,186,
2023-02-22 14:45:01,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628405504975290370,"The #ArmedForces of Nigeria and other security agencies are set on all fronts for the coming elections-
@CDS_Nig Support Our Security Agencies #NigeriaDecides2023 https://t.co/1rtckUIbYy",12,10,5,Twitter for Android,8,Abuja
2023-02-22 14:44:47,onlineawale,.,https://twitter.com/onlineawale/status/1628405444895989764,"As you go to the polling unit, remember you have many reasons to make the right decision.
- Government policy
- Insecurity 
- Health
- Education and,
Many others.

Think about atleast one as you cast your vote.

#NigeriaDecides2023",0,0,0,Twitter for Android,1046,"0.000000,0.000000"
2023-02-22 14:44:28,Gabntoka,Gabriel Ntoka,https://twitter.com/Gabntoka/status/1628405368014401537,"IGP Alkali Baba referring to the ""Orubebe moment"" of 2015 and talking about whether it will recur again 🤣🤣🤣.
#2023Elections #NigeriaDecides2023 #PeaceAccord",0,0,0,Twitter for Android,365,"Lagos, Nigeria"
2023-02-22 14:44:28,promisemonday_,Promise Monday,https://twitter.com/promisemonday_/status/1628405366055657472,This is what @feladurotoye said about Mr @PeterObi of the @NgLabour in 2018. Vote LP #NigeriaDecides2023 https://t.co/M1lgryOHsO,26,18,1,Twitter for iPhone,651,"Justice, Fairness & Equity"
2023-02-22 14:44:16,butterflysly_1,Kunmi,https://twitter.com/butterflysly_1/status/1628405317385039873,"Add good 8 years to your age guy. What do you want to achieve???
PLEASE VOTE WISELY
#PeterObi4President 
#NigeriaDecides2023",17,4,0,Twitter for Android,2312,
2023-02-22 14:44:12,AmeyawDebrah,Ameyaw Debrah,https://twitter.com/AmeyawDebrah/status/1628405298208669696,I wish my Nigerian brothers and sisters a peaceful and fair elections. Politics should not divide and destroy us . Rather it should build us #NigeriaDecides2023 https://t.co/wqlWb68amA,80,13,1,Twitter for iPhone,1606374,Ghana
2023-02-22 14:43:42,FaridaMutawalli,Mrs Shey❤️,https://twitter.com/FaridaMutawalli/status/1628405175885918211,"Support Our Security Agencies 
#NigeriaDecides2023",0,0,0,Twitter for iPhone,404,"Kaduna, Nigeria"
2023-02-22 14:42:59,YusufAb32576434,Yusuf Abubakar,https://twitter.com/YusufAb32576434/status/1628404994851446786,#NigeriaDecides2023 for this Elections matter and it's security make we Support Our Security Agencies sake of say na that one sure pass,0,0,0,Twitter for iPhone,26,Lungi Barracks Maitama Asokoro
2023-02-22 14:42:55,FaridaMutawalli,Mrs Shey❤️,https://twitter.com/FaridaMutawalli/status/1628404978405502976,"Support Our Security Agencies
#NigeriaDecides2023",0,0,0,Twitter for iPhone,404,"Kaduna, Nigeria"
2023-02-22 14:42:20,Rido4good,Ridwan Azeez,https://twitter.com/Rido4good/status/1628404832384974848,"@PeterObiforPres Baba, ill keep you abreast on developments. It's #Asiwaju for President. #APC top to Bottom. Nigeria shall be great again.
#NigeriaDecides2023 #Nigeriadecide2023",0,0,0,Twitter for Android,348,United States
2023-02-22 14:42:17,AlwaysJayjam,Jamiu Julius Adébáyò,https://twitter.com/AlwaysJayjam/status/1628404817629523969,"Testimonies from the beneficiaries of the City Boy DevOps training program.

#RenewedHope23 #NigeriaDecides2023 #TinubuShettima2023

 https://t.co/mRz4JZTPfq",13,9,0,Twitter for iPhone,3171,"Ondo, Nigeria"
2023-02-22 14:41:44,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628404678307241984,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:40:51,Mezon4,MEZU KINGSLEY,https://twitter.com/Mezon4/status/1628404455770136576,"Obi-dients FOCUS....
#NigeriaDecides2023",0,0,0,Twitter for Android,1942,Nigeria
2023-02-22 14:40:41,AgboGoodness3,Agbo Goodness,https://twitter.com/AgboGoodness3/status/1628404413680189441,"Ladies pls if you know this won't let you vote well, cut it.
I no wor hear many invalid vote
Vote right
Peter Obi
#NigeriaDecides2023 
#NationalShutdown 
#VotePeterObi4President 
Nnewi North
Arise TV
#VoteLabourParty https://t.co/oNJ8oHhejC",28,12,0,Twitter for Android,40,"Ilorin, kwara state"
2023-02-22 14:40:37,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628404396219371520,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:40:35,GlblCtznAfrica,Global Citizen Africa,https://twitter.com/GlblCtznAfrica/status/1628404389307158531,"We've teamed up with @ONEinNigeria to demand that Nigeria’s leaders protect the future of their youth by prioritising issues affecting them during this election #NigeriaDecides2023. 

Add your voice to call for change now👇 https://t.co/pdi6pUdDT3",9,1,0,Twitter Web App,24352,"Johannesburg, South Africa"
2023-02-22 14:40:17,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628404314849914880,"Now Playing on 234Radio, Bnxn fka Buju (@BNXN) Ft. Zinoleesky (@zinoleesky01) - Kilometer.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-22 14:40:08,HertzHumairah,Aeesher IB,https://twitter.com/HertzHumairah/status/1628404276254109699,"Support Our Security Agencies 
#NigeriaDecides2023",1,0,0,Twitter for Android,1509,Kaduna
2023-02-22 14:40:08,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628404275427639296,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:40:00,Danbatta_1,Danbatta,https://twitter.com/Danbatta_1/status/1628404241613160450,"Support Our Troops
#NigeriaDecides2023",0,0,0,Twitter for Android,241,
2023-02-22 14:39:53,obinnaugbor,Obinna Ugbor,https://twitter.com/obinnaugbor/status/1628404215415545857,"For the last time, let us settle this: if you have your PVC, who will you vote for as Nigeria's next President? Comment for Atiku Abubakar, Share for Ahmed Tinubu or Like for Peter Obi?

Supreme Court
Christians
Ash Wednesday
Muslim Muslim 
#NigeriaDecides2023
#NigeriaDecides https://t.co/0F1SEQHTZa",5,0,0,Twitter for Android,1646,"Lagos, Nigeria"
2023-02-22 14:39:34,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628404134738120704,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:38:48,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628403939811917824,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:38:33,onlyoneAde,TheAdeolu,https://twitter.com/onlyoneAde/status/1628403877862146051,"Who gets your votes for Etiosa Constituency House Of Representatives?
#NigeriaDecides2023 #Elections2023 #VoteLabourParty #VoteWisely",0,0,1,Twitter for Android,799,Somewhere in Lagos
2023-02-22 14:38:08,jenajite,James Enajite,https://twitter.com/jenajite/status/1628403772912271363,As the Nation Nigeria goes to the polls for #NigeriaDecides2023 . I want to encourage every young and old eligible voter to remain steadfast and focused about moving our Nation from consumption to production with @PeterObi. It is indeed #POsibble with the #LabourParty,4,0,0,Twitter Web App,1740,UK
2023-02-22 14:37:55,Mayor_ofph,The Mayor ∞🇳🇬,https://twitter.com/Mayor_ofph/status/1628403719116128257,"Beneficiaries of the Devops training sponsored by Asiwaju Bola Ahmed Tinubu and Kashim Shettima through the City Boy Movement speak on their journey so far! 

#TinubuShettima2023 #ABAT2023 #NigeriaDecides2023 #TinubuIsComing https://t.co/IjZraYAKPC",2,3,0,Twitter for Android,12119,Nigeria
2023-02-22 14:37:52,KOKO_TV,KOKO TV Nigeria 🇳🇬,https://twitter.com/KOKO_TV/status/1628403704725471234,"The INEC on Wednesday began the distribution of sensitive materials to different local government areas in Lagos state.

Credit : | Punch
#KOKOTV #INEC #Lagos #TinubuInLagos #Elections2023 #NigeriaDecides2023 #Buhari #stockmarketcrash #WhatsApp https://t.co/n5ACEdHhP8",1,0,0,Twitter for iPad,12252,"Lagos State, Nigeria"
2023-02-22 14:37:32,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628403624257748992,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:37:25,DSamsonItodo,#NotTooYoungToRun,https://twitter.com/DSamsonItodo/status/1628403591575752705,"I'm pleased to announce that we're hosting @staceyabrams to a conversation in Abuja tomorrow, 23rd Feb 2023. This global icon will share insights on The Power of Collective Action. To attend, pls RSVP here
https://t.co/vsSP2RFRum Limited seats available @NDI #NigeriaDecides2023 https://t.co/QDyrkdYnY4",225,57,1,Twitter for Android,30125,Africa
2023-02-22 14:37:13,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628403542984736769,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:36:48,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628403436856246273,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:36:22,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628403330668978178,Support Our  Troops #NigeriaDecides2023,1,0,0,Twitter for Android,8,Abuja
2023-02-22 14:36:17,yahya__mohd,MAJIDADEE 👑,https://twitter.com/yahya__mohd/status/1628403306232963074,"#NigeriaDecides2023
My results predictions.
APC.        1st
PDP.        2nd
LP.           3rd
NNPP.     4th.",2,0,1,Twitter for Android,2593,"Kaduna, Nigeria"
2023-02-22 14:36:07,Jesurukevwe_E,EmmyVawulenceCR7♓,https://twitter.com/Jesurukevwe_E/status/1628403264323477508,"To everyone who is going out to vote on Saturday, Tinubu and Atiku want champagne for a few. While Peter Obi and Ahmed Datti want a safe drinking water for all. Vote Peter Obi #VotePeterObiForPresident2023 #EndSARS #NigeriaDecides2023 #ObiDattiFeb25 #PeterObiForPresident2023 https://t.co/yAgXQoAa7P",59,21,0,Twitter for Android,2486,In Your Heart
2023-02-22 14:35:28,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628403102419148806,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:34:26,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628402841042706434,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:34:19,MOAdanu,Adanu Moses,https://twitter.com/MOAdanu/status/1628402811766509569,"FACT CHECK: Does the @cenbank  plan shutting down Financial transactions from Thursday, February 23rd to curb vote buying during #NigeriaDecides2023 ?
Verdict: FALSE

#StopFakeNews https://t.co/R8XgNqOzyl",4,2,0,Twitter Web App,4601,Nigeria
2023-02-22 14:34:10,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628402773493485568,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:33:51,SurmaGreene,Surma Greene,https://twitter.com/SurmaGreene/status/1628402695252938752,"Campaign has ended. The one who worked harder than the others will win the race.

My money is on the JAGABAN. He had all the advantages but still worked the hardest.

#NigeriaDecides2023 https://t.co/KiAHaEykMW",0,0,0,Twitter for iPhone,4,
2023-02-22 14:33:23,private4fu,Obicentric Obidient,https://twitter.com/private4fu/status/1628402578722627586,"It's not about who wins the election but taking a stand between light and darkness. Wow a true man of God. 
#PeterObi4President #LabourParty #NigeriaDecides2023 #PeterObiHasMyVote",0,0,0,Twitter for Android,207,
2023-02-22 14:33:19,bucci_official,Nwoke Anambra 💎,https://twitter.com/bucci_official/status/1628402559726628866,"https://t.co/YNOzPtRtZ4

#NigeriaDecides2023 
Supreme Court https://t.co/hoYt9eyRFD",0,0,0,Twitter for Android,4866,Nigeria
2023-02-22 14:33:18,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628402555783942144,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:33:18,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628402555192582144,"Now Playing on 234Radio, Seuncee (@seuncee) Ft. CDQ (@cdqolowo) x Fiokee (@FIOKEE) - Orente.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-22 14:33:01,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628402485894184960,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:32:26,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628402337608880129,Support Our  Troops #NigeriaDecides2023,1,1,0,Twitter for Android,8,Abuja
2023-02-22 14:32:17,Adams_matthew1,Adams Adeiza Matthew,https://twitter.com/Adams_matthew1/status/1628402301583994880,"As the next president of the Federal Republic Of Nigeria. 
#VotePeterObiForPresident2023 
#VoteNotFight 
#NigeriaDecides2023",1,0,0,Twitter for Android,594,Nigerian 
2023-02-22 14:32:16,TAF_Africa,TAF AFRICA,https://twitter.com/TAF_Africa/status/1628402298618535937,"YOUR RESPONSIBILTY AS A REGISTERED VOTER IN NIGERIA

#Able2Vote
#PWDsCanVote
#DisabilityInclusion
#NigeriaDecides2023

@EUinNigeria @EU_SDGN @inecnigeria @IPCng @PLACNG https://t.co/gxMIZtILBB",1,1,0,Twitter Web App,274,
2023-02-22 14:32:07,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628402259900919809,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:32:05,royal_adejoh,Secured Channel ✊💯🤴🔥⚡,https://twitter.com/royal_adejoh/status/1628402252665786368,"Darkness, true darkness is not the absence of light but the conviction that light will never return again. All it takes  is the little lamp of a true believer to light the people. @PeterObi is that lamp. Believe it.  Nigeria will be lighted again. #NigeriaDecides2023 https://t.co/C8Xg8RjW8P",24,10,0,Twitter for Android,3472,"Lagos, Nigeria"
2023-02-22 14:32:04,OrderPaper,OrderPaper,https://twitter.com/OrderPaper/status/1628402247636746240,"It promises loads of insights. Do tune in 🎧

#OurVotesMustCount 
#NoVOTERNoHonourable #NoVOTERNoSenator
#OrderPaperNG
#NASS
#NigeriaDecides2023
@nassnigeria",1,0,0,Twitter for Android,20778,Africa
2023-02-22 14:31:49,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628402185498157056,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:31:34,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628402119047880705,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:31:17,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628402049703444481,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:30:52,Amaraachii,Amarachi Ihedirimadu,https://twitter.com/Amaraachii/status/1628401942857752577,Politics is about interest and my interest lies with Asiwaju Bola Ahmed Tinubu! #NigeriaDecides2023,1,0,0,Twitter for iPhone,91,"Abuja, Nigeria"
2023-02-22 14:30:49,datguyabdull,Ãbdül,https://twitter.com/datguyabdull/status/1628401931516346376,"would be in vain. So as you vote for your President on Saturday make sure you don't forget to vote for the right person to fill that parliamentary seat.

#NigeriaDecides2023 #VoteRight #Tinubu #Atiku #PeterObi #Kwankwaso",0,0,0,Twitter for Android,5432,Kemet 🌍
2023-02-22 14:30:46,chinanalyst7110,GRACEFULLY GRACIOUS CHINEDU (GGC),https://twitter.com/chinanalyst7110/status/1628401921022107651,"The jungle is maturing by the day! 3 days to go!!

#NigeriaDecides2023 #VoteWisely #VotePeterObiForPresident2023 #PeterObiHasMyVote",5,2,0,Twitter Web App,1526,"Port Harcourt, Nigeria "
2023-02-22 14:30:46,onelastkaz,🇳🇬🇳🇬🇳🇬KAZ of KazMPIRE👑👑👑,https://twitter.com/onelastkaz/status/1628401918425894918,"I just wantu have money and spoil someone's daughter with billing 🥲🥲🥲

If you like comman uproot this in the future, your papa🖐🏿🖐🏿🖐🏿

#EndSARS #VotePeterObiForPresident2023 #NigeriaDecides2023",0,1,0,Twitter for Android,480,House of KAZ
2023-02-22 14:30:46,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628401918283325442,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:30:40,SonugaMike,Sonuga Mhyke,https://twitter.com/SonugaMike/status/1628401894510022657,"#NigeriaDecides2023 #PoliticsToday Let us understand the times and know when to strike. A lot of background work still has to be done. Nigerians and the youths still have a lot to do. I love the shouts, support, praises, and hunger of Nigerians of today, especially the youths.",0,0,0,Twitter Web App,156,
2023-02-22 14:30:16,JCI_OTA,JCI OTA,https://twitter.com/JCI_OTA/status/1628401794983370752,"It doesn't matter what they say, Just think  
Who is good for you? 
Who is good for your family? 
Who is good for us?! 🇳🇬

#NigeriaDecides2023
#GetInvolved
#JCIOta
#SEnD2023
#BeTheStory
#JCINigeria
#JCI https://t.co/4ZMgu02IZx",4,1,0,Twitter for Android,54,"Ota, Ogun State"
2023-02-22 14:30:05,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628401748330131461,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:29:50,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628401683716792321,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:29:18,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628401551046844417,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:28:54,altcpi,ALTCPI NGO,https://twitter.com/altcpi/status/1628401451541180416,"You can download the N-Alert Mobile Application to send in videos as the general election is on going.

#altcpingo #roadrail #roadcrash #crash #accident #NigeriaDecides2023 #north #east #west #south #nigeria #africa https://t.co/VcS6xEzjgd",0,0,0,Twitter for Android,4,"Abuja, Nigeria"
2023-02-22 14:28:45,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628401413607854080,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:28:27,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628401335447027712,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:27:57,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628401210213511168,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:27:56,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628401204857393154,"Now Playing on 234Radio, Falz (@falzthebahdguy) - Mercy.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-22 14:27:40,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628401137857462272,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:27:18,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628401045377363970,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:27:04,_hafsat_paki,THE KING HERSELF.,https://twitter.com/_hafsat_paki/status/1628400988561326080,"The #ArmedForces of Nigeria and other security agencies are set on all fronts for the coming elections-
@CDS_Nig
Support Our Troops 
#NigeriaDecides2023",4,2,0,Twitter for iPhone,161048,Riyadh
2023-02-22 14:26:39,danpume,Daniel Mkpume,https://twitter.com/danpume/status/1628400883246538753,Nobody can predict the outcome of  #NigeriaDecides2023 https://t.co/EqLkVo0PCt,1,0,0,Twitter for iPhone,1155,"Abuja, Nigeria"
2023-02-22 14:26:38,Ma_Baldeh,Sir_Baldeh💦,https://twitter.com/Ma_Baldeh/status/1628400878003662849,#NigeriaDecides2023 Vote Alh @atiku comes February 25th for better Governance 🙏 https://t.co/KrGiwAXkTo,0,0,0,Twitter for Android,406,"Gombe, Nigeria"
2023-02-22 14:26:09,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628400758340165633,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:25:51,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628400681810788352,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:25:30,EA_Olatoye,E.A Olatoye,https://twitter.com/EA_Olatoye/status/1628400592698675201,"Now we have received not the spirit of the world, but the Spirit that is from God, so that we may understand the gifts bestowed on us by God. And we speak of these things in words not taught by human wisdom but taught by the Spirit.

#prayer 
#Jesus 
#NigeriaDecides2023 https://t.co/gquFcKldX2",1,0,0,Twitter Web App,31,"Abuja, Nigeria"
2023-02-22 14:25:17,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628400537493200899,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:25:15,HertzHumairah,Aeesher IB,https://twitter.com/HertzHumairah/status/1628400530207694848,"Support Our Security Agencies 
#NigeriaDecides2023",0,0,0,Twitter for Android,1509,Kaduna
2023-02-22 14:25:11,Drchbuz,Chibueze,https://twitter.com/Drchbuz/status/1628400514399457286,"@inecnigeria , if you fail to conduct free and fair election, be ready for revolution. If you rig this election, you will all have yourselves to blame. We the citizens want a country where we can all live a decent life. #NigeriaDecides2023",0,0,0,Twitter for iPhone,65,Nigeria
2023-02-22 14:25:03,HertzHumairah,Aeesher IB,https://twitter.com/HertzHumairah/status/1628400478936526853,"Support Our Security Agencies 
#NigeriaDecides2023",0,0,0,Twitter for Android,1509,Kaduna
2023-02-22 14:24:55,Lion_Aluko,Bola Tinubu Advocate,https://twitter.com/Lion_Aluko/status/1628400447105994753,"@jarmari01 That is his trait, building and preparing the young minds for future. He has done it before and it is verifiabl. He's still doing it and will do more.

#NigeriaDecides2023 
#TinubuIsComing",0,0,0,Twitter for Android,831,"Abuja, Nigeria"
2023-02-22 14:24:50,Piro38513351,Stephen Peter,https://twitter.com/Piro38513351/status/1628400427430559745,Support Our  Troops #NigeriaDecides2023,0,0,0,Twitter for Android,8,Abuja
2023-02-22 14:24:44,MasterPeeZ,"Good governance, a MUST",https://twitter.com/MasterPeeZ/status/1628400399131500545,"Peter Obi finally wins at the polls.
Nigerian Youth don WIN 🏆 
Congratulations 🎊🎉🍾 

VERIFIED ADEKUNLE Mercy Chinwo Federal Government Authority FM Ned Nwoko Rivers State Nnewi North #NigeriaDecides2023 Ahmed Tinubu Wike Peter Obi",1,0,0,Twitter for iPhone,2337,"Ikeja, Nigeria"
2023-02-22 14:24:35,HertzHumairah,Aeesher IB,https://twitter.com/HertzHumairah/status/1628400362536173570,"Support Our Security Agencies 
#NigeriaDecides2023",0,0,0,Twitter for Android,1509,Kaduna
2023-02-22 14:24:24,HertzHumairah,Aeesher IB,https://twitter.com/HertzHumairah/status/1628400317942362112,"Support Our Security Agencies 
#NigeriaDecides2023",0,0,0,Twitter for Android,1509,Kaduna
2023-02-22 14:24:15,HertzHumairah,Aeesher IB,https://twitter.com/HertzHumairah/status/1628400280206249984,"Support Our Security Agencies 
#NigeriaDecides2023",0,0,0,Twitter for Android,1509,Kaduna
2023-02-22 14:24:08,HertzHumairah,Aeesher IB,https://twitter.com/HertzHumairah/status/1628400252116926465,"Support Our Security Agencies 
#NigeriaDecides2023",0,0,0,Twitter for Android,1509,Kaduna
2023-02-22 14:23:59,HertzHumairah,Aeesher IB,https://twitter.com/HertzHumairah/status/1628400212086607874,"Support Our Security Agencies 
#NigeriaDecides2023",0,0,0,Twitter for Android,1509,Kaduna
2023-02-22 14:23:49,HertzHumairah,Aeesher IB,https://twitter.com/HertzHumairah/status/1628400171976478721,"Support Our Security Agencies 
#NigeriaDecides2023",0,0,0,Twitter for Android,1509,Kaduna
